index,Username,Title_Review,Rating_Review,Review,State,Type_traveler,Date_Travel,Attraction_id
8241,Orleno M,Pedaço da Amazônia,40,Ė um lugar muito bom para levar as crianças e pode-se conhecer no centro de Belėm animais e plantas da floresta amazônica sem precisar sair da grande cidade. O local precisa de um pouco mais de manutenção pois muitas atrações encontram-se fechadas e não tão bem cuidadas. Mas vale a visita. O ingresso tem preço baixo com meia para estudantes.,"Rio de Janeiro, RJ",Families,2015-12-01,6
8242,Jader Oliveira Júnior,Natureza,40,O museu Emílio Goeldi é uma viagem pela os segredos da amazônia com visitas há especie raras como por exemplo a Arara Azul.,"São Luís, MA",Families,2015-12-01,6
8243,diababeatriz,Bem conservado,40,"Este museu é um ótimo local para passeio. Está limpo, bem conservado e com muitos animais, árvores imensas, vitórias régia e muita coisa interessante. Tentamos visitar numa terça feira pois as informações são de que abre as terças, mas por causa de reforma estava fechado. Verifique antes. Não há bebedouros e só uma lanchonete muito simples e meio difícil de achar. Senti falta de função rios ou placas com mais informações sobre os animais além de suas espécies.","Cubatão, SP",Families,2016-01-01,6
8244,Geane B,Um passeio muito interessante.,40,"Um local tranquilo, com animais saudáveis, bem cuidados. Com boa estrutura. Adorei o casal de gavião real.",,Families,2015-12-01,6
8245,Lelazinha,Se tiver tempo visite,50,"Me lembra da infância, costumava visitar e ficar encantada e apavorada com os animais. Bastante natureza e uma boa opção para crianças que se interessam por animai. Ele já foi assunto de livro.","São José dos Campos, SP",Families,2015-01-01,6
8246,Elisa L,Meio decadente,30,"Animais enjaulado: onças, macacos, pássaros. Isso já diz tudo. Mas tem um espaço com exposição sobre indígenas, bem legal.","Marabá, PA",Families,2015-10-01,6
8247,Francisco M,um dia com a familia,50,"Um local excelente para passear com a família. Tem diversão para todos, apresentação teatral, animais na fauna brasileira para serem vistos. Muitas plantas e árvores da flora amazônica. E também um local de pesquisa bielógica!",Belém,Families,2015-05-01,6
8248,Edicarlos O,Ótimo local,50,"Vegetação linda com variedade de espécimes e para completar, o estacionamento ao redor amplo ajuda no conforto. crlevarlecrianças.",,Families,2015-10-01,6
8249,Alewguitar,Domingo família é no Museu,30,Uma ótima opção para passear com as crianças no domingo de manhã... vamos nossas crianças necessitam de natureza e conhecimento.,,Families,2015-12-01,6
8250,Beto17,Museu Goeldi,40,Lugar bastante aprazível no centro de Belém principalmente se você gosta de história natural e que um lugar mais fresco. Vale a pena a visita.,"São Paulo, SP",Families,2015-01-01,6
8251,JDiniz,Parque Zoobotânico da Amazônia,50,"Excelente local para passear e conhecer sozinho e/ou acompanhado, você verá de uma forma sucinta a pouco da flora e fauna da Amazônia, pequenos animais soltos (pacas, bicho preguiça, macacos e aves), poderá conhecer também peças que contam um pouco da origem do indígena amazônida; não deixe de visitar.","Belém, PA",Families,2015-06-01,6
8252,alessandrommmatos,um museu diferente,30,"sendo paulista de nascimento, quando penso em museu, imagino coisas inanimadas, às quais poderão somente ser observadas, sem esboçar nenhum tipo de reação. este museu paraense, no entanto, me surpreendeu porque os itens expostos neste local, eram itens vivos; este mesmo tipo de local aqui em sp é chamado de zoologico. mas independente de qualquer coisa, é um local muito grande, arborizado e com alguns animais expostos para observação. fui com meus parentes que moram no local e gostei muito. a um valor barato, conseguimos nos aproximar um pouco da natureza. fauna e flora abundantes. gostei muito.","Sumaré, SP",Families,2015-08-01,6
8253,684ANDRE,precisa de melhoras,40,"ja foi palco de variedade e beleza para os amantes de passeio ao ar livre,com sossego e proximo a uma area de floresta em pleno centro urbano da capital paraense.Hoje em dia necessita de melhor manutençao e variedade de especimes regionais,mas ainda um bom passeio",BELEM,Families,2015-08-01,6
8254,Wanderson S,muito bom,50,"o museu e da minha terra, maravilhoso, muita natureza, a grande obra de arte é a natureza, lugar bom para familia.","São Paulo, SP",Families,2014-09-01,6
8255,Juliana C,Interessante!,40,"Local que vale a pena conhecer, principalmente com crianças. Bem localizado e fácil acesso. Valor da entrada bem barata! Na minha opinião falta um pouco de estrutura dentro, como alimentação. Local muito quente, acredito que seja devido à umidade... Vale a pena!","Belo Horizonte, MG",Families,2015-07-01,6
8256,Agnes A,Ótimo passeio para toda a família,40,"Gostamos muito do Emílio Goeldi! As crianças adoraram os animais. Muitas árvores, o que ameniza o calor de Belém e torna o passeio mais agradável. Banheiro razoável. E o melhor: entrada por um valor bem acessível (6 reais a inteira). Recomendo!","Niterói, RJ",Families,2015-07-01,6
8257,Beatriz V,Está em reforma (?),40,"Gostei do que vi, mas não consegui ver muita coisa além das árvores. Cheguei e já fui logo para as exposições, eram as temporárias aparentemente. Bem legais, algumas mais que outras. Mas não achei mais exposições :( Ao visitar o parque fiquei com a sensação de que a instituição está passando por reformulações. No castelinho tem uma placa com a promessa da restauração do lago, na parte das onças também tem um aviso de que será reformada (tomara, as coitadinhas pareciam tão apertadas nas jaulas). Encontrei alguns fossos vazios e secos, avisos de falta de animais, aquário fechado e até a livraria às moscas. Uma pena, pois gostei muito do local. Ainda bem que pretendo voltar à cidade! Espero encontrar tudo melhor no futuro! Sugestão: sei que não é barato e que verba pública pra cultura é complicado, mas seria legal ter mapas para os visitantes na recepção. O lugar é maior que parece e me perdi várias vezes até achar um mapa e tirar foto. Lá dentro a única sinalização  que achava era a de saída, e eu queria era explorar mais!","São Paulo, SP",Families,2015-07-01,6
8258,clercia,Museu dentro de um Parque maravilhoso,50,"Instalado dentro de um parque que é um centro de lazer para os paraenses, é de uma beleza incrível. Pode-se observar alguns animais soltos como cotias e diversas aves.","São Paulo, SP",Families,2015-07-01,6
8259,chrisrudgeleite,As vitórias-régias já valem o passeio,40,"Uma casa-museu, um parque, ou um jardim zoológico ?Tudo isso junto.Um passeio por um pedaço intocado de Belém - Pará.Obviamente que, em se tratando da conservação pública, não podemos esperar a perfeição (nosso dinheiro é sabidamente mal utilizado no Brasil).Eu recomendo a visita, contemplativa e silenciosa, passeando com calma por recantos escondidos, como o lago que abriga as famosas vitórias-régias.",,Families,2015-07-01,6
8260,jcvirgem,Imperdível,50,Local bonito e de fácil acesso na Av. Nazaré.  Bem cuidado e os atendentes do local são bem educados e gentis.,"São José dos Campos, SP",Families,2015-07-01,6
8261,Jacquedecastro,Lugar maravilhoso,40,"O Museu Emílio Goeldi é maravilhoso bem localizado e tem um espaço  muito lindo meu filhinho amou ve todos os animais é um bom lugar pra passeio em família, eu recomendo a visita é muito bom está em meio a natureza e mesmo estando na cidade e algo mais lindo. Eu amei ve o jacaré Açu muito grande e lindo. Quando estiver atrás de um passeio da uma voltinha tenho certeza que será muito legal.","Macapá, AP",Families,2015-06-01,6
8262,alrafaela,Excelente,50,"O local é excelente pra quem gosta da natureza.Podemos ver vários animais como: onça, macacos, araras azul e vermelhas, tartarugas, jacarés, cobras, peixes, entre outros.Encontram-se também exposições culturais muito interessantes.Quem está em Belém não pode deixar de conhecer.","Belém, PA",Families,2015-07-01,6
8263,jorge_damous,Rica flora amazônica.,50,"Visitando o musem paraense Emilio Goeldi você irá ver a rica flora da Amazônia por todos os lados do Museu é maravilhoso, vale muito a pena conhecer.","Belém, PA",Families,2015-07-01,6
8264,Jorge M,Belissimo local,50,Um bom museu instalado dentro de um frondoso parque e um zoológico com animais amazonicos.Tem uma lanchonete com otimos sucos e é muito barato.,,Families,2015-07-01,6
8265,Cristinageo,Natureza na cidade,40,O parque é bem cuidado e a grande atração são os bichos soltos. Precisa de mais placas informativas sobre as plantas da região.,"São Paulo, SP",Families,2015-07-01,6
8266,Jose Ribamar C,Exelente para visitar e passar horas admirando a natureza bem próxima,50,"No museu voç~e vai encontrar uma arqueologia muito avançada, como encontrei um dente encontrado no Rio Juruá no Acre, que pesa uns dois quilos ou mais, os animais entre eles as cobras ou serpentes enormes de quase cinco metros de comprimento, tem peixe-boi, jacarés gigantes, as capivaras passeiam com gente, é um espetáculo.Uma das coisas linda do museu são os passaros de varias cores e espécies, as onças pintadas, vermelhas e vários tipos de felinoa. Vá e veja é um espetáculo, no centro da Cidade de Belem.","Imperatriz, MA",Families,2014-11-01,6
8267,Reginaldo B,Museu Paraense Emílio Goeldi ( Zoólogico),50,"Zoólogico localizado na área central de Belém, com uma fauna e flora diversificada, vários animais também soltos quentação das pessoas ( que já se acostumaram com a movimentação das pessoas, como cutias e preás). Vale a pena visitar. Garças vermelhas, borboletário e urubu rei, entre outros.","Curitiba, PR",Families,2014-09-01,6
8268,Caiquesmg,Cultura e meio ambiente,50,"Museu com variedades, informações diversas, vale o passeio. Tem atrações para todos os gostos. Principalmente para quem curte historia e natureza.","Belo Horizonte, MG",Families,2015-07-01,6
8269,Karina Motta,Beleza indescritível,50,"Em vários espaços de Belém, é possível conferir toda a exuberância da fauna e da flora amazonense, passando pelo Museu Paraense Emílio Goeldi. Enfim, no Pará, ao visitar os parques, o turista tem contato com um pouco da floresta amazônicaMinha maior expectativa era ver e tocar uma vitória régia. Realizar um sonho de infância em que eu viajava nos contos e histórias infantis com esse exemplar da flora amazônica. Isso foi possível nos parques. Em cada um deles, uma espécie mais linda que a outra, grande, pequena, em flor, aberta ou fechada. Foi magnífico!O Emílio Goeldi é responsável por realizar pesquisas, mas, para o turista, verificar toda a maravilha da fauna e flora é de encantar. Uma imensa variedade de beleza indescritível.",,Families,2014-08-01,6
8270,OHSBeloHorizonte,Muito interessante,40,Voltei após 28 anos. Acredito que as verbas diminuiram porque muitas benfeitorias estão paralisadas. O acervo não pode ser perdido.,Belo Horizonte,Families,2015-07-01,6
8271,Marta Rodrigues,Muito verde,40,"O museu possui um espaço amplo e passear por ali faz a gente se sentir um pouquinho dentro da floresta. Há árvores absurdamente altas e de troncos enormes, de grande beleza. Havia uma exposição sobre povos indígenas, dentro de um projeto que desenvolvem a fim de promover o conhecimento de sua cultura. A exposição era realmente instrutiva, mostrando como se dá a entrada dos índios e das índias no mundo adulto, como acontece o casamento... Enfim, um bom mergulho em uma cultura tão próxima e tão distante da nossa realidade. A única coisa de que não gostei foi de ver o tigre enjaulado em um espaço pequeno para um felino. Ele andava de um lado para o outro, visivelmente estressado. No mais, um belo espaço de floresta em meio à cidade","Albufeira, Portugal",Families,2015-07-01,6
8272,LeoQueiroga,O zoo paraense,40,"Lugar interessante, onde se confundem um Jardim Botânico e um Zoológico. Várias espécies de plantas e animais nativos da Floresta Amazônica, como o peixe-boi. Tem ainda um museu com acervo em homenagem e contando a trajetória de seu criador Emílio Goeldi.Caminhos por entre as árvores e plantas dão um charme a mais na visita, funcionando como ""trilhas"", onde se pode encontrar cotias andando livremente. As crianças se divertem.Peca pela precariedade da lanchonete e banheiros.Mas vale a visita de uma forma geral.","Belém, Para, Brazil",Families,2014-08-01,6
8273,selijane,100,50,local muito bonito para ter contato com a natura o clima muito gostoso ventilado muitos animais para ver  muito bom pra a criançada,"Belém, PA",Families,2015-05-01,6
8274,paula3alves,Muito sujo,20,"Infelizmente o museu está bem deteriorado, sujo, pouquíssimos animais.Uma pena um museu que é referência de estudos estar tão mal tratado e com várias exposições fechadas há muito tempo.","Belém, PA",Families,2015-06-01,6
8275,Daniella S,Museu de refência,50,"Todo e qualquer biológo que se preze deve visitá-lo. O museu conta com espécies catologadas e em exposição, além de um parque zoobotânico.Uma parte da riquíssima parte da história do Brasil disponível. Não deixem de visitá-lo.","Belém, PA",Families,2015-06-01,6
8276,LiviaCasseb,Infelizmente passava por reformas,20,"O Museu Goeldi, está passando por reformas deveras demoradas, por isso não é possível ver todos os animais ou adentrar todos os espaços. quando visitei não era nem possível ver o aquário.","Niterói, RJ",Families,2014-11-01,6
8277,Marcelo_L_Moreira,Natureza dez,50,"Local maravilhoso, curtir um pouco da fauna e flora paraense. Visita que vale a pena ir novamente. Na época que eu fui ainda tinha uma exposição da ilha de Marajó.","Macapá, AP",Families,2015-05-01,6
8278,Jacquedecastro,A natureza em meio a cidade,50,"O Museu Emilio Goeldi é maravilhoso está em meio a natureza dentro da cidade e muito legal, o meu filho pode ver de perto os animais e ficou encantando.","Rio de Janeiro, RJ",Families,2015-01-01,6
8279,valéria s,O silêncio no meio da cidade,30,"Tinha tudo para ser um local bem aprazível. Concordo com alguns colaboradores do tripadivisor quando se referem a tristeza dos animais felinos. Eu não quis nem ficar muito por perto. Tenho pena dos animais enjaulados. Quanto à flora, apesar do parque está meio mal cuidado, achei interessante algumas espécies que vi. Árvores gigantescas, com troncos e raízes enormes, a vitória régia, a seringueira, o mogno, as rafias, e tantas outras. Acho que pode ser um passeio a ser feito no último dia da viagem e quando não se tem mais nada em mente para fazer. Visitei e fui depois almoçar, não podendo de ir me despedir dos sorvetes da cairu. Ôh tentação!",,Families,2015-06-01,6
8280,Nazaguiar,Um pedaço da floresta dentro da cidade,50,"Adorei ver alguns bichos soltos e a variedade da flora, muitas plantas lindas e bem cuidadas. Alguns animais mantidos em cativeiros, como as onças pintadas e jaguatiricas são muito inquietos, dando a impressão de que estão estressados, mas são realmente lindos, mas a atração mais cativante são as ariranhas, que fazem um bailado muito divertido nas águas. Quem for à Belém deve visitar o Museu para sentir o ar de floresta em plena capital.","Paragominas, Para, Brazil",Families,2014-10-01,6
8281,Caio C,Tranquilidade em meio a cidade grande,50,"Bem no centro de Belém-Pa, fica esse maravilhoso local de descanso para os amantes da natureza, um lugar que te alivia do estresse da cidade grande, tranquilo, bonito, cheio de coisas interessantes da fauna e flora amazônica para se ver. Excelente.","São Paulo, SP",Families,2014-07-01,6
8282,Katia C,Paraiso selvagem,50,"Espaço precioso numa das principais avenidas da cidade. Lugar bacana, com plantas exoticas , alguns animais presos ( não gosto disso) e varias cotias soltas. Loja de artesanato indigena muito  boa. Museu razoável e pena o que aquario esta em manutenção.",São Paulo,Families,2015-06-01,6
8283,maria edna dos ... m,Meio ambiente,50,"Uma boa recomendacao para quem tem criancas uma diversao e  um aprendizado sobre a fauna e a flora amazonica, além da necessidade de preservacao do meio ambiente, aos adultos uma caminhada e aproveitar pra aperfeiçoar seus conhecimento da nossa floresta amazonica.Obs.ss segundas-feira nao abre ao público.",,Families,2015-05-01,6
8284,Robélia S,Mini zoo e botânico,40,"Vi vitoria-régia (lindas) jacarés,um parque com razoável infraestrutura, com um museu bem interessante apresentando além da informação da cultura do marajó,pinturas -arte rupestre do município de Monte Alegre PA  (lindas)",,Families,2015-05-01,6
8285,NanciRamalho,Uma boa amostra da floresta amazônica.,30,"Bem interessante mas precisando de cuidados. vale a visita, principalmente se estiver com crianças ou se gostar de natureza e deseja conhecer um pouco mais da floresta.  Banheiros sofríveis, bares idem.","Niterói, RJ",Families,2015-05-01,6
8286,LendelGe,Arejar os pulmões! ,40,Lugar muito bom para levar às crianças... lá podem correr e se divertir recuando aprendem um pouco mais sobre nossa fauna e flora.,"São Luís, MA",Families,2015-05-01,6
8289,Isabel8861,Um pedacinho da Amazônia.,50,"Ótimo para passar o Domingo. Foi uma espécie da chácara de Emilio Goeldi. A casa abriga ótimas esposições e o parque tem árvores das espécies nativas e animais da fauna, além de uma livraria com ótimos títulos.","Rio de Janeiro, RJ",Families,2015-05-01,6
8290,Carla C,Imperdível,50,"Pensei que seria interessante somente para crianças, mas fiquei literalmente boquiaberta. A beleza do jardim e das plantas locais e os animais são impressionantes. O ponto alto pra mim foi o jardim de vitórias-régia, nunca tinha visto, foi uma das coisas mais lindas que já vi.","Brasilia, DF",Families,2015-05-01,6
8291,Rose S,Oasis no meio da cidade,50,"Local acolhedor, com árvores e plantas nativas, animais, espaço para exposições. Infelizmente no dia da visita o museu estava fechado. Mas havia homenagem aos índios, visto que estavamos na semana de 19 de abril.","São Paulo, SP",Families,2015-04-01,6
8292,Angelinha30,Passeio e diversão,50,"Uma ótima pedida para o fim de semana com as crianças, um pouco da flora amazônica e vários animais, um passeio agradável para toda família.","Tiradentes, MG",Families,2015-04-01,6
8293,Iranildo E,Floresta dentro da Cidade,50,"Um pedaço da floresta dentro da cidade, assim defino o Museu. Engana-se quem pensa que vai ver coisas antigas. Nesse museu há animais e plantas da floresta amazônica. Tem jacaré, preguiça,cobra, macaco, tartaruga, vitória-régia, pau-brasil e outras plantas amazônicas. O ambiente é quente e úmido, como na floresta mesmo. Pode-se sentir o silêncio, mesmo dentro da cidade. Quem tem problemas com mosquitos, é bom usar repelente.","Belém, PA",Families,2015-01-01,6
8294,anacarmenoliveira,Passeio obrigatório!,40,"Parque Zoobotanico. Um pequeno zoologico combinado com um pequeno jardim botanico. No meio há o museu Emílio Goeldi. Peça a visita guiada. Conheci o museu em abril, na semana dos povos indígenas e havia duas exposições sobre o tema que foram muito bem apresentadas pelo guia. Vale a pena!","Belém, PA",Families,2015-04-01,6
8295,Salete S,natureza e fauna,50,"o museu esta localizado no parque zoobotânico  onde encontramos  fauna, flora e alguns  animais e informações sobre a cultura indígena que fazem parte do acervo do museu.","Recife, PE",Families,2015-02-01,6
8296,Anaalicea,Lugar agradável,40,"Lindo lugar para apreciar a vegetação. Precisa de manutenção, pois o lugar é muito bonito mas mal conservado. Senti falta de uma lanchonete. No local vc encontrará também alguns animais como onça, jacaré, araras, anta, tartarugas e jabutis. Fui num dia feriado então estava lotado de familias e muitas crianças, inclusive fazendo piqueniques. Tem um espaço para exposição e no dia em que fui estava tendo exposição indígena. Muito legal!","Fortaleza, CE",Families,2015-04-01,6
8298,Camila,"Muito bonito, mas precisa de manutenção",40,"O Museu Paraense Emílio Goeldi une história, fauna e flora paraenses em um só lugar. A vegetação alta contrasta com as construções ao redor, já que o Museu fica no meio da cidade. Aconselho levar capa de chuva na visita, pois choveu muito quando fomos lá e acabamos não aproveitando tanto o passeio. Apesar de ser muito legal, o Museu está precisando de manutenção para ficar ainda mais bonito.",,Families,2015-04-01,6
8300,LucasNonato,"Continua surpreendente, mas precisa de atenção e de recursos",40,"O Museu continua sendo capaz de proporcionar uma incrível experiência a quem o visita. No meio da cidade, ao lado de vias movimentadas e altos edifícios, um pedaço da floresta continua preservado e à disposição da população por um baixo custo. Além da vegetação deslumbrante, há o permanente contato com uma série de animais silvestres, a maioria em ambientes reservados.","Brasília, DF",Families,2015-04-01,6
8301,Assis A,Mundo animal em plena cidade,50,É outra atração que meus filhos adoram. Visitar o bosque é conhecer de perto a vida dos animais que vivem ali. A onça pintada é a mais querida da criançada!,"Valência, Espanha",Families,2015-01-01,6
8303,Valeria B,Precisa de manutenção,30,"O espaço abrange um complexo de parque ,zoológico, museu e zoológico, sendo acessível a todos os bolsos(entrada a R$2,00(, mas a manutenção deixa a desejar.O aquário está fechado.contudo, vale a pena conhecer, sobretudo as árvores centenárias e o Museu onde há uma exposição sobre arte rupestre muito interessante.",,Families,2015-04-01,6
8304,leonardo231,maravilhoso,50,"Quando fui havia 3 exposições ao mesmo tempo sobre o povos indígenas e valeu muito a pena, excelente. Está localizado em meio a mata atlântica","Maceió, AL",Families,2015-04-01,6
8305,isabellefrota,Interessante,40,ótimo lugar para passear nos sábado pela manhã...Zoológico agradável para crianças. Passeio para levar turista que vem conhecer o Pará,"São Paulo, SP",Families,2014-09-01,6
8308,Emanuelle L,Já foi melhor!,30,"É uma pena ver um lugar que outrora já foi tão bonito ser deteriorado aos poucos, os animais são tristes e poucos e as ruazinhas de dentro estão sempre sujas de lixos.",,Families,2015-01-01,6
8309,Rodrigo C,Bom!,30,"O passeio é bom para conhecer a flora e fauna locais, mas deixa um pouco a desejar.A chuva, na época que fomos, alagou toda a entrada e precisamos ficar aguardando um bom tempo para poder sair.Tem uma exposição sobre os índios Ca'apor e os Kaiapós muito instrutiva.","Belém, Para, Brazil",Families,2015-02-01,6
8310,Talia B,passeio agradavel,30,"Bem,quando se fala em museu a gente espera ver bastante coisas,o que não é o caso do museu que deixa um pouco a desejar nessa parte,mas como amo a natureza,e o museu paraense tem algumas variedades da fauna e da flora paraense,então vale apena esse passeio,alem do preço acessível.","Niterói, RJ",Families,2015-01-01,6
8311,Eliane M,Museu e Zoológico,50,"O museu tem este nome em homenagem ao zoólogo suíço-alemão. É um centro de pesquisa da região amazônica, contendo fauna e flora regionais. O museu explica didaticamente as tribos indígenas, seus objetos e vida da região amazônica.","Belém, PA",Families,2015-01-01,6
8312,Alessandra M,No mínimo interessante,30,"O museu já foi uma ambiente mais bem conservado. Hoje ainda pode-se ver algumas espécies de animais da região, mas o aquário está fechado pra uma reforma que não acaba e os banheiro precisam de reformas. Não há muitas opções de comida e o chalé central está abandonado!","Belém, PA",Families,2014-07-01,6
8313,Kalil_Orleans,Ambiente praticamente natural.,50,Possui muitos a animais a exposição de todos. É ótima para passeios familiares e de casais. com muitas arvores o ambiente nos leva a sessão de estar no meio da floresta apesar de o museu ficar entre ruas extremamente movimentadas.,,Families,2015-02-01,6
8314,Daniel_Cabral,Espetacular,50,"Fiquei impressionado com a riqueza da fauna e flora local. No museu pode ver jacarés, onça pintada, araras diversas, inclusive a azul, águias enormes e muitos outros animais. A vitória régia é deslumbrante.","Juiz de Fora, MG, Brasil",Families,2014-07-01,6
8315,Lilia M,Bosque,50,"Este lugar além de preservar a natureza está localizado no meio da cidade,um lugar para todas as idades lindo e romântico","Rio de Janeiro, RJ",Families,2014-07-01,6
8316,Angelo_Breckenfeld,Faz juz a fama.,40,Muito bom. Pena que tinha pouco tempo pra aproveitar o belo espaço com exemplares da fauna e flora amazonense. Uma riqueza cultural.,"Recife, PE",Families,2015-01-01,6
8317,Helder X,Parque ecológico.,50,"Se você gosta de fauna e flora é o lugar ideal, bem no centro, não lhe retira muito tempo para outras atrações. Existem vários animais soltos, mas as onças ficam presas. O parque das cobras (serpentário) também é muito legal.","Belém, PA",Families,2015-02-01,6
8318,wallace o,crianças,50,"um lugar onde você pode passar seu domingo se divertindo com seus filhos, muitos animais, restaurante sorveteria um ótimo lugar...","Florianópolis, SC",Families,2014-05-01,6
8319,6JoaoJacques,Museu Paraense Emílio Goeldi,50,"Localizado no centro de Belém (Av. Magalhães Barata), certamente é o maior parque zoo-botânico do norte do país e um dos principais do Brasil, ocupando toda uma quadra, sendo bastante amplo. Disponibiliza aos seus visitantes uma gama de animais silvestres e selvagens - vivos e em cativeiro -, além de plantas e árvores da flora amazônica. Nele trabalha uma equipe multidisciplinar de cientistas brasileiros e estrangeiros, em constante pesquisa. Sendo a mais importante instituição do gênero do norte brasileiro, é SIMPLESMENTE IMPERDÍVEL !!!",Belem Para Brasil,Families,2014-05-01,6
8320,Gabriela W,Maravilhoso,50,"Um ótimo lugar pra visitar com a família e amigos. Possui alguns animais de varias especies, Vale muito a pena conhecer","Balneário Camboriú, SC",Families,2014-06-01,6
8321,460Danielle,Natureza e Conhecimento,50,"Excelente passeio. Muitas coisas para ver: vários bichos e espécies de árvores nativas. Além da parte do Museu para visitação.Dá para caminhar sem se preocupar com o sol, há muitas árvores.","Campinas, SP",Families,2014-07-01,6
8322,ElaneBemerguy,uma floresta no meio da cidade,40,"a visita ao museu é obrigatória para quem vai a Belém, lá podemos ter contato com a fauna e a flora amazônica. senti falta do aquário que está fechado para reformas.","Belém, PA",Families,2014-09-01,6
8323,Silva Silva,Passeio,50,"Natureza no centro da cidade, tranquilidade e paisagem natural. Ótimo espaço para crianças e adultos.","Ananindeua, PA",Families,2015-01-01,6
8324,Elder C,Para passeio em família,40,Gostamos muito de levar as crianças para ter um primeiro contato com animais selvagens da fauna amazônica. Muito agradável.,Macapá,Families,2015-01-01,6
8325,lipegalindo,Abandonado,20,"O espaço é bonito, mas está mal preservado. Vale a pena conhecer, mas não vá esperando muito, principalmente se já tiver ido ao Mangal das Garças.","Toulouse, França",Families,2015-01-01,6
8326,Monique O,museu,30,"Um museu em um lugar muito bonito, porém que precisa ser revitalizado urgente, está muito mal tratado.Porém tem uma fauna e flora muito peculiar, com árvores lindas...Vale a pena conhecer sim, porém hoje n]ao é muito visitado por estar muito mal tratado.","Brasília, DF",Families,2014-09-01,6
8327,EdnaNeiva,Energizante.,50,"Temos em pleno centro de Belém um local agradabilíssimo onde a natureza está presente com muitos animais e muito verde. Lugar calmo, onde você consegue meditar apreciando as belas paisagens e olhando os animais. Mesmo com um certo abandono, ainda podemos nos deliciar com a natureza e passar momentos de paz e meditação. Não deixe de conhecer.","Belém, PA",Families,2014-11-01,6
8328,Suelichaves,Floresta no meio de aranhas céus.,30,"Frequento o museu  a mais de 20 anos e atualmente está na sua pior fase,falta limpeza,atenção ao turista,uma lanchonete boa,animais da fauna em extinção e investimento em infra estrutura.Cada ano que passa menos animais,mais sugeira e atrações desativadas,principalmente os aquarios.Apesar de tudo ainda é uma opção legal para visitar.","Belém, PA",Families,2014-10-01,6
8329,AAccorsi,Parada obrigatória em Belém,40,"Vale a pena conferir parte da história de Belém, da antropologia e da fauna e flora do Norte do Brasil está ali. É um belo parque de area verde. Mas como ponto negativos: O Parque em si merecia ser mais cuidado e a alimentaçāo poderia ser mais organizada. Nāo há opçōes muito saudáveis para bebês por exemplo.","Helsínquia, Finlândia",Families,2014-06-01,6
8330,felipedamo,Boa amostra da fauna e flora amazônica.,30,"Com animais soltos e em cativeiro, o museu apresenta toda a diversidade da fauna e flora amazônica. Destaque para os gigantescos jacarés-açus, que chegam a medir cinco metros.","Itajaí, SC",Families,2014-12-01,6
8331,Lidiniz,opção para diversão das crianças,30,"bom espaço, mas precisa ser revitalizado. Recomendo uma visita, principalmente se vc estiver com crianças. Além disso existe um museu lá dentro, que vale apena ser conferido","Belém, PA",Families,2014-10-01,6
8332,Adriano P,Visitação inevitável,40,"Todas as vezes que nossos netos vem a Belém, essa visita é inevitável, a pedido deles. Várias atrações da nossa grandiosa fauna e flora, além de um local onde você conhece tudo sobre os nossos irmãos índios. Recomendo a todos que aqui chegarem.","Belém, PA",Families,2014-12-01,6
8333,Alessandro570,Poderia estar melhor,40,"O Museu deveria voltar a ter o aquário. Da última vez que fui, estava com o mínimo de atrações da fauna. Não gostei dessa visita .","Macapá, AP",Families,2014-01-01,6
8334,Basilio j,interessante,40,"o local se mostra bem interessante para uma visita com as crianças, possui bastante animais, plantas. Tem acesso fácil e parece ser mais seguro do que o bosque","Maceió, AL",Families,2014-02-01,6
8335,RodrigoFerreiraap,lindo,40,"para quem gosta de conhecer um pouca da história e curte visitas a museus, recomento, nunca é de mais para se aprender e ter mais conhecimento!!!","Belém, PA",Families,2014-12-01,6
8336,dinhalau,Bom para levar crianças,40,"Parque ambiental no centro da cidade de Belém do Pará, onde podemos ver um pouco da fauna e flora amazonicas. Confirme antes de ir horário de funcionamento","Belém, PA",Families,2014-12-01,6
8337,Estéfane F,Vale à pena visitar!,40,"O Museu Emílio Goeldi é um dos lugares mais visitados de Belém.É uma mistura de jardim zoológico, museu e botânico. o lugar é muito bonito e possui uma variedade espécie de animais e plantas, é o mais completo nesse aspecto.Com um custo benefício muito barato (apenas R$ 2,00 a entrada) e ótima recepção se tem a ideia de estar, de fato, num pedacinho da Amazônia em pleno coração da cidade de Belém.Vale à pena visitar, o passeio é agradável, só o que atrapalha um pouquinho é o barulho dos veículos que passam na redondeza do Museu, mas isso quando se está próximo aos muros, pois dentro das instações (que se encontram dentro do Museu como: vários espaços para exposições, banheiros, um pequeno castelo de pedras, etc...), nada se ouve.Nesse lugar o contato com a natureza é algo grandioso e as paisagens contribuem bastante para qualquer foto de lembrança ficar legal! Vale à pena conferir!","Brasília, DF",Families,2014-11-01,6
8338,Harrisonssilva,Um pouco da Amazônia,40,"O Museu Emílio Goeldi possui várias especies de animais da região amazônica, lá se pode desfrutar de um agradável passeio.O museu ficou meio largado, antigamente possuía uma estrutura melhor, mas mesmo assim recomento.Ótimo passeio para a família.",,Families,2014-08-01,6
8339,Alexander Vinson,Perfeito passeio em família,50,"O Museu Paraense não tem muito de museu.É mais parecido com um zoológico ou bosque.A entrada é muito barata ( R$ 2,00).Está cheio de animais da fauna local e outras de fora.Tem ariranha, tartaruga, tracajá, jacaré, araras.Nos fins de semana tem programações para as crianças também.","Belém, PA",Families,2014-08-01,6
