,Name,Rating_attaction,Username,Title_Review,Rating_Review,Review,Date,State,Type_traveler
4218,Estação das Docas,45,Caio S,Repleto de Restaurantes,40,"Possui uma infraestrutura bem legal, uma diversidade de restaurantes, onde se encontra muita comida típica.", março de 2016,,Friends
4219,Estação das Docas,45,Claudia L,muito bom,40,"Lugar agradável! é um dos pontos turístico de Belém, possui vários restaurantes típicos, musica ao vivo e artesanato.", março de 2016,,Friends
4220,Estação das Docas,45,charlesfamtur,Lugar sensacional!,40,"Ambiente Muito bom! Bares maravilhosos, Restaurantes de primeira classe, Sorveteria, linda vista para a baia, Musica ao vivo, teatro, muito bom mesmo!", março de 2016,"Belém, PA",Friends
4221,Estação das Docas,45,Levino Vieira,Já visitei inúmeras vezes e gosto bastante.,40,"Já fui muitas vezes, local muito bonito e aprazível, com uma brisa excelente. Bom pra ir tanto acompanhado como sozinho, um bom lugar pra passar o tempo. O único problema é se for consumir algo, os preços são bem caros.", abril de 2015,"Belém, PA",Friends
4222,Estação das Docas,45,Claudio C,Ponto turistico,30,A estação das docas é onde antigamente era o Porto de Belém. Totalmente reformado abriga vários restaurantes e bares. Para quem não conhece belém vale apena ir., dezembro de 2015,"São Paulo, SP",Friends
4223,Estação das Docas,45,Jefferson Cunha,Pôr do sol maravilhoso,40,"Ótimo lugar para visitar a qualquer hora em Belém, porém o mais especial acontece ao pôr do sol quando o cenário (baía do guajará) fica estonteante.", março de 2016,,Friends
4224,Estação das Docas,45,Tays T,Beira mar ,50,"A estação das docas e um átomo lugar com música ao vivo , vendas de vários tipo de comidas das típicas até as tradicionais como pizza, salgados,  sorvete e outras coisas.Tem tbm um terminal para passeio de barca pelas ilhas próximas.Um ótimo local para família, encontro de amigos ou até para namorar!", março de 2016,,Friends
4225,Estação das Docas,45,Liz D,Variedade,40,"Um local de fácil acesso e com diversidade de itens, desde lembranças até alimentação e museuTem música ao vivo, parte externa e interna", fevereiro de 2016,"São João da Boa Vista, SP",Friends
4226,Estação das Docas,45,GeisaBorges,Lindo lugar! ,50,"Belíssimo lugar! Muito aconchegante, com excelente gastronomia e boa música.. Exposição de peças antigas da navegação e lindas peças nas feirinhas que ficam lá dentro..", março de 2016,,Friends
4227,Estação das Docas,45,Lorrane R,Lugar lindo,40,"Lugar com uma vista lindíssima pra Baia do Guajará, por do sol perfeito, comidas típicas e artesanato local maravilhoso.", fevereiro de 2016,,Friends
4228,Estação das Docas,45,Christina C,Liberdade,50,"Local limpissimo, aconchegante, local pra ficarmos descompromissados da vida. Boa comida e boa música!", outubro de 2015,,Friends
4229,Estação das Docas,45,Toco F,Surpreendente,40,"Para quem esperava encontrar uma capital ""rústica"", a estação das docas surpreende. Lembra muito Porto Madero, em Buenos Aires, guardando as proporções. Linda paisagem, ótima gastronômia, excelentes opções. Pena que Belém do Pará não dá nenhuma sensação de segurança.", setembro de 2015,,Friends
4230,Estação das Docas,45,AmandaMrtns,um bom lugar para ir com familia e amigos,50,"A estação das docas é um excelente ponto turistico para conhecer mais sobre o que a cultura Paraense tem a oferecer, no entanto, não deixa de possuir as mais diversas culinárias do  País, sem falar na vista maravilhosa para a Baía do Guajará. Vale a pena!", março de 2016,"Belém, PA",Friends
4231,Estação das Docas,45,iluh28,vista maravilhsos,40,"lugar lindo,como uma vista maravilhosa, com um por sol lindo.um lugar romântico,e excelente para reunir os amigos.", agosto de 2015,"Belém, PA",Friends
4232,Estação das Docas,45,Hannah A,Um dos principais pontos turísticos de Belém,50,"De frente para a Bahia do Guajará, com certeza uma vista incrível.Local seguro, ambiente familiar, conta com ótimos restaurantes, cervejaria Amazon Beer que conta com cervejas únicas, de açai, bacuri e etc... vale a pena provar todas!! ahhh e o famoso sorvete paraense da Cairu, são maravilhosos também.É um lugar lindo que vale muito a pena conhecer.", março de 2016,"Belém, PA",Friends
4233,Estação das Docas,45,Helocal,Vale muito a pena conhecer!,40,"Para quem visita Belém, é um lugar mandatório. Há dias em que tem apresentações típicas de carimbó (uma dança típica local), mas também tem boteco, cerveja, comida, artesanato local (mas alguns com um pouco de requinte), o delicioso sorvete da Cairu, caixa eletrônico, enfim, é um lugar relativamente completo. E fica do lado do Ver-o-Peso.", fevereiro de 2016,"Salvador, BA",Friends
4234,Estação das Docas,45,Rodrigo M, Ótima opção ,50,"O local oferece uma variedade de restaurantes. Há também no local, a Amazon beer, a sorveteria Cairu e opções de artesanato local.", março de 2016,,Friends
4235,Estação das Docas,45,Luísa  M,Regional,40,"Bom lugar para quem busca variedade e conhecer a cultura local. Com restaurantes, bares e a famosa sorveteria Cairu. Uma boa pedida para um por do sol geralmente encantador. Além de passeios de barco no ritmo de Carimbó.", fevereiro de 2016,"Itaperuna, RJ",Friends
4236,Estação das Docas,45,Marina F,Vale a pena conhecer,50,"Estive la durante o dia para almoço. O local lembra muito Puerto Madero em Buenos Aires. Tem muitas opções de restaurantes, e tem show ao vivo. Vale a pena.", março de 2016,"Belo Horizonte, MG",Friends
4237,Estação das Docas,45,Nicola G,Vale a pena visitar,40,Possui vários restaurantes e lá dentro um estabelecimento com diversos tipos de Chopp artesanais. Vista linda., abril de 2015,"Florianópolis, SC",Friends
4238,Estação das Docas,45,Luciana A,Excelente passeio!,40,"a Estação das Docas é um lugar na categoria ""tem que ir"" em Belém. Apreciar a vista do rio no final da tarde na companhia de um sorvete da Cairu é perfeito!", fevereiro de 2016,"Belém, PA",Friends
4239,Estação das Docas,45,Eduardo A,Ótimo lugar para lazer noturno.,50,"Excelente lugar para ir com amigos, musica ao vivo de qualidade, chopps de qualidade, sem contar nos petiscos.", novembro de 2015,"Belém, PA",Friends
4240,Estação das Docas,45,Lourdes C,Restauração surpreendente,50,"Um local que foi recuperado e que abriga restaurantes de comida típica, sensacional, dentro de uma atmosfera arquitetônica maravilhosa.", fevereiro de 2016,Estado de São Paulo,Friends
4241,Estação das Docas,45,Mirandir D,Uma noite alegre com amigos e familiares,40,"Já estive várias vezes na Estação das Docas. É um excelente local a ser visitado, principalmente ao final da tarde com amigos ou mesmo para fechar negocio num ambiente convidativo para um bom papo e uma vista maravilhosa com um por do sol ao fundo. Não deixe de conhecer.", abril de 2015,Rio de Janeiro,Friends
4242,Estação das Docas,45,Ellen_Helena,Docas pra todos os gostos,50,"O local é bem agradável e bonito. Há várias opções de restaurantes para todos os gostos, lanchonetes, lojas (inclusive de blusas orgânicas), feirinha de artesanato e caixas eletrônicos bancários. A vista para o rio é muito bonita, e é possível fazer passeios de barco com saídas no local. Vale a pena conhecer!", maio de 2015,"Manaus, AM",Friends
4243,Estação das Docas,45,Alana_sa,Passeio,50,"Passear com a família,ver o por do sol, bons restaurantes, apresentações culturais, ótimas opções de cerveja. Recomendo!", dezembro de 2015,"Belém, PA",Friends
4244,Estação das Docas,45,Nayrasouza,Lugar para passear e comer bem,40,"A estação das docas conta com restaurantes e bares que funcionam tanto pro almoço quanto para o jantar. O cardápio é bem variado e com preços acessíveis. Além disso, a beleza da beira do rio é um fator de destaque. O pôr-do-sol é imperdível!", março de 2016,"Belém, PA",Friends
4245,Estação das Docas,45,Thais B,Luxo na beira da bahia do guajara,50,"É belo local de diversão porquê lá encontramos restaurantes e comidas típicas da amazônia sem falar na sorveteria Cairu que tem sabores exóticos, saborosos. Local agradável para ir com a familia a qualquer hora.", março de 2016,"Belém, PA",Friends
4246,Estação das Docas,45,iaratodabossa,Passeio completo,50,"Um passeio completo para turistas e para quem mora na cidade. Um ponto de encontro com várias opções de restaurantes, lanchonetes e lojas.", fevereiro de 2016,"Belém, PA",Friends
4247,Estação das Docas,45,Fabricio D,Local de Lazer,50,Localizada a beira mar. É muito aconchegante e agradável porque é um local que venta bastante e a culinária é baseada na cultura Marajoara., fevereiro de 2016,"Belém, PA",Friends
4248,Estação das Docas,45,Isabela O,Bom lugar para apreciar o rio !,40,Um dos principais Pontos turísticos da capital paraense! varias opções de restaurantes e bares.. lugar legal para ver o rio e apreciar o por do sol., março de 2016,,Friends
4249,Estação das Docas,45,Adriana L,Maravilhoso!,50,"Quem vem a Belém e não conhece a Estação das Docas, não conheceu o melhor da cidade. Música ao vivo de um jeito bem diferente, os melhores restaurantes reunidos num só lugar, local para curtir com os amigos,com a família, lá tem atrações para todas as idades. Recomendo ir a tarde para ver o pôr do sol e pegar a noite pra curtir a deliciosa comida desse local.", março de 2016,,Friends
4250,Estação das Docas,45,Luanafj,Linda vista ,50,Lugar lindo. Um dos melhores pontos turísticos de Belém. Várias opções de restaurantes e muitas oportunidades de saborear comida regional.  Vale a pena ir no por do sol. Da pra tirar lindas fotos com vista pra baia de Guajará., janeiro de 2016,"Belém, PA",Friends
4251,Estação das Docas,45,artemisa692,Lugar perfeito,50,"Ambiente diversificada,  tem vários restaurantes, bebidas regionais bem como copiadas típicas da região e td isso ao por do sol no fim da tarde, super romantico", dezembro de 2015,"Belém, PA",Friends
4252,Estação das Docas,45,Kamila R,otima opção de passei com a familia e amigos,40,"lugar super aconchegante, culinária bastante abrangente, otimo para ir qualquer hora do dia, especialmente almoço e final da tarde, o por do sol é ainda mais bonito de lá.", março de 2016,"Macapá, AP",Friends
4253,Estação das Docas,45,wellinsonseverino,Ótimo loca,50,"As únicas palavras são, simplesmente espetacular, é um ambiente agradabilíssimo para jantar e tomar umas cervejas.", abril de 2015,"Belém, PA",Friends
4254,Estação das Docas,45,Ana Carolina M,Confraternização Reunir amigos e parentess sempre é muito bom.Escolhemos a Estação das Docas por ser um lugar muito agra,50,"A noite foi perfeita. Muito shopp , petiscos, tiragosto e pratos ta culinária paraense ta melhor qualidade.Boa música...atendimento rápido e de altíssima qualidade. Super indico.Quando visitar Belém  não  deixa de conhecer este lugar.Fantástico!!!", outubro de 2015,,Friends
4255,Estação das Docas,45,MichelleOrl,Lugar bonito e muito divertido,50,"Lugar bonito e muito divertido. Fui à noite. Tinha música ao vivo e vários lugares legais para comer, com destaque especial para o bar Amazon Beer, que serve cervejas próprias  premiadas, além de deliciosos petiscos, como Croquete de Pato no Tucupi.", fevereiro de 2016,"Rio de Janeiro, RJ",Friends
4256,Estação das Docas,45,Cleber B,Não há muito para se fazer,30,"Fui algumas vezes na estação das docas, porém não há muito o que se fazer. Existem alguns restaurantes (caríssimos) e sorveterias (igualmente caras) que não condizem com a realidade local. A vista para o rio é muito bonita, é dá a impressão de ser seguro", junho de 2015,"Tucuruí, PA",Friends
4257,Estação das Docas,45,Maria Eugênia L,Ponto turístico que vale a pena!,50,"Conheci a estação das docas em janeiro e adorei. Fomos comer e beber em um dos bares que existem por ali, com vários pratos típicos e bebidas diferentes, como as cervejas artesanais regionais e caipirinhas de frutas da região.A revitalização das docas foi um investimento que deu muito certo, não só turistas frequentam ali.", janeiro de 2016,"Belém, PA",Friends
4258,Estação das Docas,45,Paulahage16,Estação das Docas.. Fim de Tarde e Noite!,50,O passeio à estação das Docas é imprescindivel para quem vai à Belém!!! Os moradores aproveitam muito o passeio.. eos turistas sempre adoram, outubro de 2015,"São Paulo, SP",Friends
4259,Estação das Docas,45,Leandrobfarias,Pequena mas simpática,40,"O local é agradável, pequeno para ser chamado de Puerto Madero do Norte, mas é a melhor opção de belém para comer e beber na beira do rio.Vale passar algumas horinhas na Amazon Beer experimentando alguns sabores bem únicos do local", fevereiro de 2016,,Friends
4260,Estação das Docas,45,Lucas F,Show,50,"A estação tem uma vista privilegiada e funciona em um antigo porto que dá todo aquele clima agradável. Bom para jantar,  tomar uma cerveja e ouvir uma música. Possui estacionamento interno e área externa para curtir o local.", fevereiro de 2016,"São Paulo, SP",Friends
4261,Estação das Docas,45,ergneosb,Bom local para passear e se alimentar.,40,"Local possui exposições temporárias, restaurantes, caixas eletrotônicos, lojas, e um bom espaço para caminhar ou apreciar a vista da Baía do Guajará.", fevereiro de 2016,"Rio Verde, GO",Friends
4262,Estação das Docas,45,Tamires M,Lugar legal,40,É bonito. Da pra ver o rio e pode fazer passeios de barco para ilhas próximas ou só ter uma vista da cidade, fevereiro de 2016,"Brasília, DF",Friends
4263,Estação das Docas,45,Victor Akl,Carimbó,40,"Toda sexta ás 18 horas tem um grupo de carimbó, se apresentando a Estação das Docas! O lugar é bem conservado e possui várias lojas e restaurantes caros! Rs", fevereiro de 2016,,Friends
4264,Estação das Docas,45,sandraBrasilia,Passeio,50,"Local bonito e agradável para ir principalmente ao entardecer. Tem bons restaurantes, sorveteria, choperia e música ao vivo nos finais de semana.", fevereiro de 2016,,Friends
4265,Estação das Docas,45,p_rdsouza,Para qualquer momento,50,Seja no almoço do final de semana ou no happy hour a Estação das Docas é o melhor lugar. Aqui você aprecia um magnífico pôr do sol., fevereiro de 2016,"São José, SC",Friends
4266,Estação das Docas,45,Lucas S,Agradavel,40,"Bom lugar para passear de noite, bem calmo e com boas opções de restaurantes. Indicado pra ir com a familia ou namorada", julho de 2015,"Belém, PA",Friends
4267,Estação das Docas,45,cristianneoliveira,Amo a estação! ,50,"Um dos cartões postais de Belém. Local recheado de itens paraenses, com restaurantes espetaculares. Para quem gosta de um bom passeio, super recomendo!", fevereiro de 2016,"São Paulo, São Paulo, Brazil",Friends
4268,Estação das Docas,45,Erika H,Vale a visita,40,"O lugar é muito bonito. Achei os restaurantes/bares/lojas do local um tanto elitistas demais. Passei a virada de ano lá e como era uma das duas atrações da cidade, o lugar estava lotado. Mas muito cheio mesmo. Achei bizarra a divisão social, quem pagou por uma mesa em um dos restaurantes caro, ficava na parte de dentro e o resto do público tinha acesso restrito. Mas de qualquer forma vale a visita pela história e pela vista. Ah, e pela sorveteria que tem lá!", dezembro de 2015,"Bauru, SP",Friends
4269,Estação das Docas,45,Adonistf,"ESTA EM BELEM, TEM QUE CONHECER A ESTAÇÃO DAS DOCAS",50,"ALEM DE INUMEROS E BONS RESTAURANTES,muita musica ao vivo da melhor qualidade. Gente bonita e um rio maravilhoso margeando tudo isto.", fevereiro de 2016,,Friends
4270,Estação das Docas,45,Thalita A,Ótima opção para comer e beber,50,Para quem está procurando um lugar para comer e beber as docas não deixam a desejar. No final da tarde você pode sentar de frente para o rio e degustar um sorvete típico da região ou tomar uma cervejinha de açaí enquanto vê o por do sol, dezembro de 2015,"São Paulo, SP",Friends
4271,Estação das Docas,45,rafa s,Ao por do sol...,50,"Um dos mais bonitos locais de Belém...faça chuva ou sol..uma boa pedida é curtir o fim de tarde, assistir ao por do sol, ao som de uma boa música e com um chopp do amazon beer bem gelado.", janeiro de 2016,"Belém, PA",Friends
4272,Estação das Docas,45,Tati M,Imperdivel,50,"Adorei a Estação Docas. Fui c amigos no Amazon Beer e além das deliciosas comidinhas da região,  o visual para o Rio Guamar era incrível.  A banda que toca suspensa na parte de dentro é outra atração sensacional.", fevereiro de 2016,"Rio de Janeiro, Brazil",Friends
4273,Estação das Docas,45,Camille C,Por do sol,50,Um dos melhores lugares para ver o por do sol de Belém. Sem falar da cervejinha gelada no final da tarde ou o sorvete da cairu, fevereiro de 2016,"Campinas, SP",Friends
4274,Estação das Docas,45,Toloto,lugar agradável em Belem,40,"Um local em belém onde podemos degustar a variedade da comida Paraense, várias opções de restaurante, preços acessíveis, musica ao vivo e ar condicionado.", fevereiro de 2016,,Friends
4275,Estação das Docas,45,mairagoes2015,Agradável,40,"Esse lugar é ideal para o lazer com a família,amigos, namorado... localizado às margens do rio Amazonas. Foi muito bom conhecer e desfrutar do ambiente super agradável, além de organizado e bonito.", outubro de 2015,"Macapá, AP",Friends
4276,Estação das Docas,45,Saul G,LAZER COM SEGURANÇA,50,"Local com vários restaurantes, do almoço ao jantar você encontrará comidas de qualidade com preço justo.", dezembro de 2015,"Belém, PA",Friends
4277,Estação das Docas,45,Maurocury,Exemplo de aproveitamento urbano,50,"Um local referencia em Belem, ao lado do Ver o Peso e o processo de revitalização foi magnifico. Excelente lugar para se conhecer.", outubro de 2015,"Foz do Iguaçu, PR",Friends
4278,Estação das Docas,45,Fulvio Delavi pelo mundo,"Uma cerveja bem gelada, poetiscos diversos e ainda com vista para o rio",50,"Uma construção estilo ""Puerto Madero"" que congrega ótimas opções gastronômicas. O local em si vale, até mesmo, para uma simples caminhada, mas é claro que sentar num dos seus restaurante coroa a experiência.", outubro de 2015,"Porto Alegre, RS",Friends
4279,Estação das Docas,45,phenriqueaf,Boa cerveja,40,Fui até a estação para um happy hour com os amigos. Gostei do lugar. Bela vista. Bem cuidado. Pessoas bonitas andando. Recomendo quando se vem a Belém., fevereiro de 2016,"São Paulo, SP",Friends
4280,Estação das Docas,45,HamiltonGarcia,Imperdível,50,"Baseado no Puerto Madero de Buenos Aires, a Estação das Docas surpreende pela variedade de restaurantes e lojas e pela belíssima vista do Rio Guamá", janeiro de 2016,"Belém, PA",Friends
4281,Estação das Docas,45,ana-celia2,Imperdível,40,"Local bonito e agradável. ótimo passeio para ver o rio, almoçar , tomar um sorvete ou beber algo no fim da tarde.", fevereiro de 2016,"São Paulo, SP",Friends
4282,Estação das Docas,45,katharina m,Lugar agradável ,50,"Um lugar maravilhoso para sentar e conversar com os amigos. Pela primeira vez na cidade, amei conhecer a estação.", janeiro de 2016,"Brasília, DF",Friends
4283,Estação das Docas,45,julianoCD,Paisagem incrível a beira do rio,40,"O lugar é bem bacana ,fica ao lado do mercado ver-ô -peso,porém sem aquela confusão de visitantes.Possui diversas opções gastronômicas .Conhecido como PUERTO MADERO de Belém.", fevereiro de 2016,"São Paulo, SP",Friends
4284,Estação das Docas,45,Katia S,Bom local para ir a tarde ver o Rio ou a noite para um chopp,50,"A estação das Docas de Belem foi totalmente reformada para servir de ponto turístico na beira do Rio que banha a cidade. Lá voce encontra lugar para lanchar a tarde, tomar um chopp a noite ou apenas sentar e ficar apreciando o rio sem que ninguém vá incomodar.", fevereiro de 2016,"Rio de Janeiro, RJ",Friends
4285,Estação das Docas,45,Anajô R,Gastronomia,50,Foi um dos lugares que voltamos mais de uma vez! Bonito! Comida excelente! Cerveja geladinha e sorvetes deliciosos, fevereiro de 2016,Estado de São Paulo,Friends
4286,Estação das Docas,45,ViviLanza,Otima estrutura,50,"Local agradavel, com opção de bares e restaurantes. Tranquilo, de frente para o Rio.Na carnaval teve bailinho para as crianças, mas todos podem aproveitar um pouco. Muito legalTem a sorveteria Cairu, simplesmente uma delicia", fevereiro de 2016,"Balneário Camboriú, SC",Friends
4287,Estação das Docas,45,Hellderi H,Lugar Badalado,50,"A estação das docas é um lugar bem badalado, bonito , aconchegante e com um por do sol perfeito. Lá encontra-se uma agencia de viagens que promove um passeio de barco na baía da capital ( esqueci o nome da baía), muita gastronomia, lojas tanto de artesanato quanto lojas variadas, quase um mini shopping.", fevereiro de 2016,"Mossoró, RN",Friends
4288,Estação das Docas,45,Mimipsouza,Perfeito ,50,"Excelente lugar para passear, comer, beber e papear com os amigos. Oferece cervejaria e vários restaurantes. Fica à beira rio. Lugar privilegiado para ver o pôr do sol.", outubro de 2015,"Belém, PA",Friends
4289,Estação das Docas,45,Simone S,Visita obrigatória!,50,"Lugar com boa estrutura, com restaurantes e bares. Um calçadão (limpo e iluminado) para caminhar as margens do rio, vale a pena conhecer!", fevereiro de 2016,,Friends
4290,Estação das Docas,45,liacduarte,Muito bonito!,50,"Atração turística imperdível de quem vai para Belém. O local reúne tudo o que há de melhor na capital: vista maravilhosa, boa música, lojas e boa comida.", maio de 2015,"Ourinhos, SP",Friends
4291,Estação das Docas,45,Igor Rebouças,Excelente em qualquer horario!,50,"Parada certa em Belem para comer, para admirar o rio, para fechar passeios, tem excelente infra-estrutura.", fevereiro de 2016,"Mossoró, RN",Friends
4292,Estação das Docas,45,mariuza2015,Lindo Lugar,50,Estação das Docas fica em frente da baia do Guajará.Um lugar lindo com muitos restaurantes comidas típicas sorveterias choperia música ao vivo. Simplesmente maravilhoso, dezembro de 2015,"Belém, Brasil",Friends
4293,Estação das Docas,45,Mavire2013,Traz paz interior ou Boa Agitação,50,"Local agradável, e conforme sua escolha, pode optar por barzinho com música ao vivo, ou um banquinho de frente a Baia do Guajará, e possuí também parte mais chique, onde o cantor fica dentro de uma parte de vidro a cima da galera, ainda tem museu com parte histórica de Belém, fora alguns eventos inopinados, vale a pena conhecer.", março de 2015,"Belém, PA",Friends
4294,Estação das Docas,45,cassia2016,vista linda,50,"um lugar para se divertir e curtir um lindo por do sol,restaurantes muito bons,musica ao vivo e lojas de artesanato.", dezembro de 2015,"Ananindeua, PA",Friends
4295,Estação das Docas,45,Wesley F,Confraternização ,50,"Confraternização aço teceu neste lugar entre amigos, lugar muito bonito ótimo restaurante e ótimo choppe da Amazon bear .", dezembro de 2015,"Belém, PA",Friends
4296,Estação das Docas,45,Samia L,Excelente,50,"Excelente!!! Uma ótica pedida para quem quer bater um papo com os amigos, comer e beber! Na estação tem o Amazon beer onde você paga uma taxa de 50 reais e come e bebe a vontade, vale muito a pena! Sem contar que ainda tem a Cairu que é uma das melhores sorveterias do Brasil!", dezembro de 2015,"Bristol, Reino Unido",Friends
4297,Estação das Docas,45,AEAnglada,Vale a pena conhecer,40,"LOcal aprazivel, turistico, com boa variedade de restaurante comcomidas tipicas da regiao. Vale a pena ver o por do sol !", fevereiro de 2016,São Paulo,Friends
4298,Estação das Docas,45,Otavio A,Muito bom ,50,Lindo. Amei tudo neste lugar. Restaurantes maravilhosos entre os 3 galpões ativos e a sorveteria cairu é um espetáculo a parte., fevereiro de 2016,,Friends
4299,Estação das Docas,45,mgibson31,"Lugar turístico, mas espetacular!",50,"Um dos melhores lugares para se comer tendo um belo visual, no Brasil. Sem duvida nenhuma, a Estação das Docas atende a qualquer expectativa. Eu fui de coração aberto, nao esperava muita coisa, e me surpreendi muito. Boas opções de restaurante, os espaços bem utilizados; a aura do antigo porto preservada; e a movimentação das pessoas circulando. A Estacao das Docas e realmente marcante.", fevereiro de 2016,,Friends
4300,Estação das Docas,45,larissasousa,Ótima opção,50,A Estação das docas é uma ótima opção para um programa mais tranquilo em família ou com amigos. No local você encontra muitas opções de restaurantes com a colunária local e também muitos barzinhos. Por ser próximo ao rio o local é bastante ventilado, maio de 2015,"Manaus, AM",Friends
4301,Estação das Docas,45,Gilherbson A,Lugar bonito,50,"A Estação das Docas reuni restaurante com músicas ao vivo no almoço, sorveteira e lojinhas pra comprar suvinis prós amigos e familiares.", agosto de 2015,"Vitória, ES",Friends
4302,Estação das Docas,45,edmundo m,Passeios,50,Um excelente local pra levar suas visitá que estão de passagem por Belém .recomendo a famoso linguista de metro, dezembro de 2015,,Friends
4303,Estação das Docas,45,bobmauro1966,Prefiro andar pela parte antiga da cidade,30,"O espaço é muito bem montado, com todos os benefícios da modernidade e uma bela visão do rio, mas não reflete a cultura do lugar senão na gastronomia e no  artesanato que se pode encontrar ali. Prefiro passar longas horas pelos antigos mercados da cidade.", outubro de 2015,,Friends
4304,Estação das Docas,45,Mauricio E,Excelente ponto turístico! ,50,"Excelente ponto turístico em Belém,  possui vários bares,  restaurantes,  teatro,  cinema e a melhor sorveteria de Belém. Boa localização,  melhor pedida para um  fim de tarde ao por do sol acompanhado de uma tulipa de cerveja artesanal fabricada ali mesmo no Amazon beer.", dezembro de 2015,,Friends
4305,Estação das Docas,45,Solange A,Ponto turístico de Belém,40,Local bem bacana para conhecer e saborear desde sorvetes de frutas regionais a Tacacá e Cerveja artesanal. Tem feira de artesanato e lojas do tipo mas com preços mais caros., janeiro de 2016,"São Paulo, SP",Friends
4306,Estação das Docas,45,Marcello Batista,Culinária diversificada ,40,"Pratos típicos da região Norte que são  preparados com o toque paraense. O espaço é bem moderno com ar de antiguidade do porto. Lá tem um pouco de tudo, bares, restaurantes, quiosques, lanchonetes, sorveterias e bobonieres da Estação.", agosto de 2015,"São José de Ribamar, MA",Friends
4307,Estação das Docas,45,Roseane D,Excelente ,50,"Otimo lugar para passear, mas várias família, comer bem, bater papo com amigos. Lugar bem frequentado e que representa muito bem o turismo local.", janeiro de 2016,"Teixeira de Freitas, Para, Brazil",Friends
4308,Estação das Docas,45,Rafael Lhp F,Não tive sorte ,30,"Foi meu primeiro dia em Belém, cheguei no local já era noite, não tive sorte pois chovia bastante, mesmo assim deu pra sentir que é um lugar acolhedor onde pode se visitar com amigos, familiares e até negócios. Provei a cerveja artesanal e o picolé, de frutas da região.", janeiro de 2016,"Arinos, MG",Friends
4309,Estação das Docas,45,Luciane Galvao,Lugar agradável,40,"Estação de onde partem barcos para destinos próximos, lugar muito limpo, com um mini shopping e uma cervejaria muito famosa a Amazon Beer, ambiente climatizado com árias opções de gastronomia.", janeiro de 2016,,Friends
4310,Estação das Docas,45,Cjemima,Ótimo!,50,"Lugar lindo, ótimo para relaxar na beira do rio, um jantar romântico ou simplesmente tomar um sorvete e até mesmo para reunião de negócios. Agrega a todos os públicos.", dezembro de 2015,"Belém, PA",Friends
4311,Estação das Docas,45,Jorge Souza Jr,Ótima atração,50,"Esta atração de Belém é uma das principais.  Vários restaurantes,  ótima localização,  bom lugar para encontrar amigos,  para levar a família e para sair a dois. Além de tudo tem ótima vista do guajará.", julho de 2015,"Salvador, BA",Friends
4312,Estação das Docas,45,Fernanda V,É tão bom pra conversar,50,"Um dos lugares mais lindos em Belém para se visitar, só os restaurantes que são bem caros, mas só come lá quem quiser. Muito arborizado, super agradável para conversar e levar pessoas de fora", janeiro de 2016,"Belém, PA",Friends
4313,Estação das Docas,45,Tatiana M,Para turista ver ,30,"Apesar de ser um local muito falado, nem de longe reflete o que é a verdadeira cultura paraense. Tudo gourmetizado e caro.", janeiro de 2016,"Rio de Janeiro, RJ",Friends
4314,Estação das Docas,45,Michelle C,Brisa boa!,40,"Lugar muito agradável para receber uma brisa, ainda que o vento seja quente...rs. Tem restaurantes ótimos e uma vista linda!Todas as sextas-feiras tem show de bandas locais, além de um cinema.", janeiro de 2016,,Friends
4315,Estação das Docas,45,Marcelo F,Entardecer fantástico!,50,"Local revitalizado, próprio para o turista, tem várias opções de restaurante, a cervejaria Amazon Beer fica aqui, tem o famoso sorvete Cairú é uma vista fantástica do rio. A noite sempre é animada e segura. VISITE!", janeiro de 2016,"Araraquara, SP",Friends
4316,Estação das Docas,45,Rodrigo_Pancini,Ponto Turístico de Belém,50,"Os antigos armazéns do porto se transformaram em área de restaurantes e lazer da capital paraense, os restaurantes são excelentes e há alguns quiosques que servem sorvetes e sobremesas. Muito legal para ver o sol se pôr.", janeiro de 2016,"Vitória, ES",Friends
4317,Estação das Docas,45,Eduardo S,Muito bom!,50,"Uma mistura do passado com o futuro, com uma boa localização o ambiente é muito agradável. A estação das docas tem vario restaurantes e espoco para eventos moderno e na outra ponta tem a marina. O por do sol de lá é sem igual!", novembro de 2015,"Roma, Itália",Friends
4318,Estação das Docas,45,Thays V,Ambiente e comida excelente!,40,"O ambiente é super interessante e descontraído, a comida eh excelente. Deixou a desejar apenas pelas bebidas pois não tinham metade das opções do cardápio. Vale a pena conhecer.", janeiro de 2016,"Campinas, SP",Friends
4319,Estação das Docas,45,Maria Gorete A L,Ótimo local bom para descontrair no início da noite ,40,Excelente vista. Boas opções de restaurantes para comer ou apenas tomar uma cerveja. Comida boa. Sorveteria e feirinha. Comércio legal. Recomendo, janeiro de 2016,"Bauru, SP",Friends
4320,Estação das Docas,45,Simone A,Espaço agradável,40,"Lugar concentra alguns restaurantes , bares, saídas dos passeios de barco, lojas ( bem turísticas) e também um quiosque do famoso sorvete Cairu, sempre com filas imensas. O lugar é agradável e está sempre cheio de locais e turistas. Vale à pena conhecer!", janeiro de 2016,"Rio de Janeiro, RJ",Friends
